job_id,job_title,category,industry,company,company_size,location,work_mode,experience_level,required_experience_years,salary_range,skills,job_description,posted_date
222,Vendor Manager,Operations & Supply Chain,Retail,PrimeStore,Startup,Hyderabad,Remote,Mid,4,"₹48,200/mo - ₹157,700/mo","supply chain analytics, sustainability ops, supply chain ai, process improvement, kpi tracking, six sigma, inventory management, python, sap, forecasting, excel, oracle, problem solving, communication, attention to detail, ownership","As a Mid Vendor Manager in the Retail domain at PrimeStore, you will drive measurable impact. Coordinate with vendors and logistics partners. Track inventory levels and manage procurement processes. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2025-10-14
223,Financial Analyst,Finance & Accounting,Retail,MegaMart,SME,Mumbai,Hybrid,Senior,6,"₹113,200/mo - ₹381,300/mo","risk management, bloomberg terminal, variance analysis, accounting, power bi, financial modeling, sql, p&l management, bookkeeping, forecasting, esg reporting, gst, problem solving, stakeholder management, critical thinking, communication, attention to detail, ownership","As a Senior Financial Analyst in the Retail domain at MegaMart, you will drive measurable impact. Support budgeting, forecasting and financial planning. Analyse financial data to identify trends and risks. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2026-03-15
224,Maintenance Engineer,Mechanical & Manufacturing,Automobile,AutoDrive,MNC,Mumbai,Remote,Mid,4,"₹50,600/mo - ₹165,800/mo","digital twin, python, gd&t, plc programming, solidworks, lean manufacturing, generative design, additive manufacturing, matlab, time management, ownership, teamwork, attention to detail, problem solving, communication","As a Mid Maintenance Engineer in the Automobile domain at AutoDrive, you will contribute to a high-performing team. Support manufacturing process optimisation. Ensure quality standards are met across production lines. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2026-03-21
225,HR Operations Manager,Human Resources,Technology,SynapseAI,MNC,Pune,Hybrid,Junior,3,"₹20,300/mo - ₹70,700/mo","workday, payroll, employee relations, kpi tracking, training, hris, onboarding, recruitment, interviewing, attention to detail, problem solving, time management, communication, empathy","As a Junior HR Operations Manager in the Technology domain at SynapseAI, you will build scalable solutions. Maintain HR data, reports and compliance documentation. Support hiring, onboarding and employee lifecycle processes. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2025-12-14
226,Quality Control Analyst,Operations & Supply Chain,Logistics,CargoFirst,SME,Gurugram,Remote,Mid,3,"₹51,200/mo - ₹148,700/mo","supply chain ai, excel, python, erp, forecasting, logistics, lean, oracle, attention to detail, time management, communication, ownership, problem solving","As a Mid Quality Control Analyst in the Logistics domain at CargoFirst, you will build scalable solutions. Coordinate with vendors and logistics partners. Monitor and optimise supply chain operations. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2025-11-29
227,CAD Designer,Mechanical & Manufacturing,Manufacturing,AlloyPro,MNC,Hyderabad,Hybrid,Fresher,0,"₹12,900/mo - ₹37,300/mo","3d printing, gd&t, additive manufacturing, fmea, solidworks, root cause analysis, iot, plc programming, autocad, time management, communication, attention to detail, ownership, problem solving, teamwork","As a Fresher CAD Designer in the Manufacturing domain at AlloyPro, you will collaborate with cross-functional teams. Ensure quality standards are met across production lines. Conduct root cause analysis for production issues. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2026-01-06
228,HR Operations Manager,Human Resources,Technology,NexGen Systems,MNC,Mumbai,Hybrid,Intern,0,"₹7,100/mo - ₹18,100/mo","recruitment, screening, payroll, sap successfactors, conflict resolution, workday, hris, dei frameworks, communication, attention to detail, empathy, stakeholder management","As a Intern HR Operations Manager in the Technology domain at NexGen Systems, you will contribute to a high-performing team. Partner with teams to improve engagement and performance. Support hiring, onboarding and employee lifecycle processes. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2025-11-15
229,Investment Analyst,Finance & Accounting,BFSI,SecureFinance,SME,Remote,Hybrid,Fresher,0,"₹13,600/mo - ₹36,800/mo","forecasting, audit, risk management, excel, financial modeling, gst, bloomberg terminal, attention to detail, ownership, stakeholder management, communication","As a Fresher Investment Analyst in the BFSI domain at SecureFinance, you will drive measurable impact. Support budgeting, forecasting and financial planning. Analyse financial data to identify trends and risks. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2026-01-01
230,Research Analyst,Data & Analytics,E-commerce,BazaarPro,SME,Hyderabad,Hybrid,Mid,3,"₹53,400/mo - ₹171,300/mo","vector databases, pandas, snowflake, knn, data modeling, jupyter, computer vision, mlops, streamlit, sql, spark, tableau, stakeholder management, problem solving, presentation, communication","As a Mid Research Analyst in the E-commerce domain at BazaarPro, you will collaborate with cross-functional teams. Build and maintain data pipelines and dashboards. Collaborate with stakeholders to define KPIs and metrics. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2025-12-29
231,Accountant,Finance & Accounting,BFSI,SecureFinance,SME,Chennai,Hybrid,Junior,1,"₹24,800/mo - ₹77,200/mo","sap, financial modeling, ind as, compliance, power bi, python automation, forecasting, bloomberg terminal, variance analysis, problem solving, critical thinking, attention to detail, communication, stakeholder management, ownership","As a Junior Accountant in the BFSI domain at SecureFinance, you will contribute to a high-performing team. Ensure compliance with accounting standards and regulations. Prepare financial reports and variance analysis. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2026-03-16
232,ML Engineer,Software Engineering,Consulting,ProConsult,MNC,Pune,Hybrid,Junior,1,"₹26,900/mo - ₹89,700/mo","github actions, llm apis, kafka, langchain, golang, django, fastapi, microservices, problem solving, ownership, mentorship","As a Junior ML Engineer in the Consulting domain at ProConsult, you will contribute to a high-performing team. Build and maintain reliable APIs and services. Design and develop robust software systems. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2025-10-10
